101,101,420000,13860000,4,3,3100,72.075,House for sale,9503 Zelda St Fairhope AL 36532,https://www.zillow.com/homedetails/9503-Zelda-St-Fairhope-AL-36532/120122232_zpid/
102,102,240000,7920000,3,2,1611,37.45575,House for sale,21222 Royal Dr Lake View AL 35111,https://www.zillow.com/homedetails/21222-Royal-Dr-Lake-View-AL-35111/83266798_zpid/
103,103,274900,9071700,3,2,1789,41.59425,House for sale,1006 Allison Dr Prattville AL 36066,https://www.zillow.com/homedetails/1006-Allison-Dr-Prattville-AL-36066/325842899_zpid/
104,104,309900,10226700,3,2,1745,40.57125,House for sale,2836 Montevallo Park Rd Birmingham AL 35210,https://www.zillow.com/homedetails/2836-Montevallo-Park-Rd-Birmingham-AL-35210/245689251_zpid/
105,105,284900,9401700,3,2,1500,34.875,House for sale,715 Lena Ln Woodstock AL 35188,https://www.zillow.com/homedetails/715-Lena-Ln-Woodstock-AL-35188/2065517814_zpid/
106,106,219500,7243500,3,2,1569,36.47925,House for sale,620 Pinewood Dr Centre AL 35960,https://www.zillow.com/homedetails/620-Pinewood-Dr-Centre-AL-35960/96805586_zpid/
107,107,265000,8745000,3,2,1697,39.45525,House for sale,810 Torbert Blvd Opelika AL 36801,https://www.zillow.com/homedetails/810-Torbert-Blvd-Opelika-AL-36801/76022112_zpid/
108,108,229900,7586700,3,3,2583,60.05475,Coming soon,3362 N Wildewood Dr Pelham AL 35124,https://www.zillow.com/homedetails/3362-N-Wildewood-Dr-Pelham-AL-35124/299236236_zpid/
109,109,215000,7095000,3,2,1560,36.27,House for sale,55 Lee Road 2144 Phenix City AL 36870,https://www.zillow.com/homedetails/55-Lee-Road-2144-Phenix-City-AL-36870/126370068_zpid/
110,110,198500,6550500,4,3,3057,71.07525,House for sale,257 Dot Cir Evergreen AL 36401,https://www.zillow.com/homedetails/257-Dot-Cir-Evergreen-AL-36401/235668328_zpid/
111,111,265000,8745000,3,3,2833,65.86725,House for sale,2003 Kh Rd Prattville AL 36067,https://www.zillow.com/homedetails/2003-Kh-Rd-Prattville-AL-36067/70024_zpid/
112,112,420000,13860000,4,4,4000,93.0,House for sale,1447 County Road 24 Auburn AL 36830,https://www.zillow.com/homedetails/1447-County-Road-24-Auburn-AL-36830/2109518069_zpid/
113,113,430000,14190000,4,3,3117,72.47025,House for sale,100 Swan Pond Dr Huntsville AL 35824,https://www.zillow.com/homedetails/100-Swan-Pond-Dr-Huntsville-AL-35824/92144412_zpid/
114,114,160000,5280000,3,2,1336,31.062,House for sale,1906 Kimberly Dr Phenix City AL 36867,https://www.zillow.com/homedetails/1906-Kimberly-Dr-Phenix-City-AL-36867/104544508_zpid/
115,115,364900,12041700,4,3,2407,55.96275,House for sale,38341 Country Club Dr Bay Minette AL 36507,https://www.zillow.com/homedetails/38341-Country-Club-Dr-Bay-Minette-AL-36507/84393853_zpid/
116,116,210000,6930000,3,3,1551,36.06075,House for sale,1901 Calumet Pkwy Prattville AL 36066,https://www.zillow.com/homedetails/1901-Calumet-Pkwy-Prattville-AL-36066/70958_zpid/
117,117,180000,5940000,3,2,1533,35.64225,House for sale,2651 Royal Downing Ct Montgomery AL 36117,https://www.zillow.com/homedetails/2651-Royal-Downing-Ct-Montgomery-AL-36117/120590976_zpid/
118,118,240000,7920000,3,2,2109,49.03425,House for sale,5812 Fern Valley Rd Mobile AL 36609,https://www.zillow.com/homedetails/5812-Fern-Valley-Rd-Mobile-AL-36609/50997156_zpid/
119,119,424900,14021700,4,3,2404,55.893,House for sale,1203 Weatherford St Auburn AL 36830,https://www.zillow.com/homedetails/1203-Weatherford-St-Auburn-AL-36830/271820622_zpid/
120,120,299000,9867000,3,3,2058,47.8485,House for sale,5484 Wisteria Trce Trussville AL 35173,https://www.zillow.com/homedetails/5484-Wisteria-Trce-Trussville-AL-35173/62551153_zpid/
121,121,749900,24746700,4,4,4696,109.182,House for sale,7601 52nd St Northport AL 35473,https://www.zillow.com/homedetails/7601-52nd-St-Northport-AL-35473/251981582_zpid/
122,122,114900,3791700,2,1,708,16.461,House for sale,1025 Johnston St SE Decatur AL 35601,https://www.zillow.com/homedetails/1025-Johnston-St-SE-Decatur-AL-35601/2118149313_zpid/
123,123,125000,4125000,4,2,3089,71.81925,House for sale,240 Bostick Rd Brilliant AL 35548,https://www.zillow.com/homedetails/240-Bostick-Rd-Brilliant-AL-35548/104508995_zpid/
124,124,250000,8250000,3,2,1467,34.10775,Coming soon,2145 Kelly Ln Vestavia Hills AL 35216,https://www.zillow.com/homedetails/2145-Kelly-Ln-Vestavia-Hills-AL-35216/1058060_zpid/
125,125,335000,11055000,3,2,1475,34.29375,House for sale,3016 Springfield Cir Chelsea AL 35043,https://www.zillow.com/homedetails/3016-Springfield-Cir-Chelsea-AL-35043/306570342_zpid/
126,126,264900,8741700,3,3,1796,41.757,House for sale,144 Appomatox Dr Daphne AL 36526,https://www.zillow.com/homedetails/144-Appomatox-Dr-Daphne-AL-36526/196077586_zpid/
127,127,210000,6930000,3,2,1700,39.525,House for sale,5106 Glow Ann Dr Eight Mile AL 36613,https://www.zillow.com/homedetails/5106-Glow-Ann-Dr-Eight-Mile-AL-36613/50969387_zpid/
128,128,395000,13035000,5,3,2409,56.00925,House for sale,13154 Sanderling Loop Spanish Fort AL 36527,https://www.zillow.com/homedetails/13154-Sanderling-Loop-Spanish-Fort-AL-36527/2082450137_zpid/
129,129,194500,6418500,3,2,1075,24.99375,House for sale,715 Dana Cir Moody AL 35004,https://www.zillow.com/homedetails/715-Dana-Cir-Moody-AL-35004/168398_zpid/
130,130,280900,9269700,4,3,2434,56.5905,House for sale,6432 S Chalkville Rd Trussville AL 35173,https://www.zillow.com/homedetails/6432-S-Chalkville-Rd-Trussville-AL-35173/896199_zpid/
131,131,89900,2966700,3,2,1350,31.3875,House for sale,1495 Georgia Ave Muscle Shoals AL 35661,https://www.zillow.com/homedetails/1495-Georgia-Ave-Muscle-Shoals-AL-35661/75951936_zpid/
132,132,199000,6567000,2,2,1641,38.15325,Townhouse for sale,449 Springview St SW Decatur AL 35601,https://www.zillow.com/homedetails/449-Springview-St-SW-Decatur-AL-35601/109620942_zpid/
133,133,335000,11055000,3,2,1895,44.05875,House for sale,102 James Parcus Cir Madison AL 35756,https://www.zillow.com/homedetails/102-James-Parcus-Cir-Madison-AL-35756/309404900_zpid/
134,134,124900,4121700,3,2,1200,27.9,House for sale,12301 Oakdale Ave Grand Bay AL 36541,https://www.zillow.com/homedetails/12301-Oakdale-Ave-Grand-Bay-AL-36541/51052906_zpid/
135,135,199900,6596700,3,2,2240,52.08,House for sale,438 Lake Front Dr Abbeville AL 36310,https://www.zillow.com/homedetails/438-Lake-Front-Dr-Abbeville-AL-36310/229769962_zpid/
136,136,30000,990000,2,1,1120,26.04,House for sale,556 Live Oak St Mobile AL 36603,https://www.zillow.com/homedetails/556-Live-Oak-St-Mobile-AL-36603/51008445_zpid/
137,137,199239,6574887,3,1,1131,26.29575,House for sale,117 N Catherine St Mobile AL 36604,https://www.zillow.com/homedetails/117-N-Catherine-St-Mobile-AL-36604/51014386_zpid/
138,138,189900,6266700,3,2,1476,34.317,House for sale,460 County Road 1598 Baileyton AL 35019,https://www.zillow.com/homedetails/460-County-Road-1598-Baileyton-AL-35019/2065520463_zpid/
139,139,439000,14487000,5,5,3556,82.67699999999999,Coming soon,113 Hackberry Cir Chelsea AL 35043,https://www.zillow.com/homedetails/113-Hackberry-Cir-Chelsea-AL-35043/55779211_zpid/
140,140,450000,14850000,4,3,3640,84.63,House for sale,9711 Us Highway 72 W Athens AL 35611,https://www.zillow.com/homedetails/9711-Us-Highway-72-W-Athens-AL-35611/2067499768_zpid/
141,141,65000,2145000,3,1,1181,27.45825,House for sale,106 4th Ave Chickasaw AL 36611,https://www.zillow.com/homedetails/106-4th-Ave-Chickasaw-AL-36611/50965256_zpid/
142,142,315000,10395000,3,2,3641,84.65325,Coming soon,306 Rolling Mill St Helena AL 35080,https://www.zillow.com/homedetails/306-Rolling-Mill-St-Helena-AL-35080/197373_zpid/
143,143,365000,12045000,3,2,3052,70.959,House for sale,1400 County Road 12 Oneonta AL 35121,https://www.zillow.com/homedetails/1400-County-Road-12-Oneonta-AL-35121/2067446705_zpid/
